	Movie	Review	Predicted
5399	Fantastic Mr. Fox	Wes Anderson always makes things interesting. The voices were great, and I really enjoyed how the movie was made (doll characters). I got a little bored with it and think it could have been better.	2
5400	Primer	Watch it twice! If you enjoy this, I'd also recommend Pi (1998), Timecrimes (2007), and The Man from Earth (2007).	2
5401	The Invention of Lying	No fun at all	0
5402	This Is Spinal Tap	he exploded on stage :) 	1
5403	Serenity	Great Movie, ultimate recommendation to all Sci Fi Fans, but watch firefly first as this spoils many mysteries in the series. All in all great film.	2
5404	Shaun of the Dead	I am huge fan of Zombie movies and shows and this was by far the best comedic zombie movie I have seen. In my opinion Simon Pegg hit another one out of the park. 	1
5405	Back to the Future	I know it seems like I must give 100 to every movie but this and the previous happen to be two of my very favourites. Marty and the Doc are great, complex and interesting characters, the writing is superb and the sci-fi/comedy mix is what sells it for me. Some of the lines in the movie are just unforgettable and the plot, while complex at first, is fun and exciting. Watch it! 	2
5406	Austin Powers: International Man of Mystery	very funny but doesnt have any point to the movie	1
5407	Troll 2	One of the most quotable movies of all time. Perfect example of how fun a bad movie can be.	2
5408	The Passion of the Christ	It's not the kind of movie you sit down and enjoy...  but stayed pretty true to what actually happened.	1
5409	The Mist	Very good movie.  Glad I watched it once, but thanks to the ending I will never watch it again.  The ending was good, just hard to watch once and not something I feel like I want to watch again.  I give the director huge kudos for being willing to use the ending he did - most directors would have gone for a more Hollywood ending.	2
5410	Glengarry Glen Ross	great 	2
5411	The Cat in the Hat	Shitty.	1
5412	The Good, the Bad and the Ugly	Virgem.	1
5413	Jurassic Park	Without a doubt, one of the best. My favorite as a kid.	2
5414	Four Lions	One of the bleakest, most human black comedies I've seen. Morris puts a daringly sympathetic face on the hapless suicide bombers while simultaneously condemning the pressures and motives driving them toward terrorist acts. By the end I felt like I'd been sucker punched by a clown--I wasn't sure if I wanted to laugh or cry.	1
5415	Unbreakable	usually i hate it when people try and make the super hero genre all mature and boring. but this movie is a weep fest. man-tears will flow.	2
5416	The Big Lebowski	This movie is definitely bizarre, but there were a few scenes that absolutely cracked me up.  My husband and I still quote the Dude sometimes, years after we first saw it.	2
5417	Mad Max: Fury Road	amazing mad max movie where it shifts role to female protagonist	2
5418	Riki-Oh: The Story of Ricky	A amazing martial art's movie with some of the best and craziest fights ever	2
5419	Pirates of the Caribbean: The Curse of the Black Pearl	Gotta see it for Johnny Depp's pirate character. Hilarious. 	2
5420	A.I. Artificial Intelligence	Good futuristic approach, slightly scary.	2
5421	Primer	Watch it twice! If you enjoy this, I'd also recommend Pi (1998), Timecrimes (2007), and The Man from Earth (2007).	2
5422	The Invention of Lying	No fun at all	0
5423	This Is Spinal Tap	he exploded on stage :) 	1
5424	Serenity	Great Movie, ultimate recommendation to all Sci Fi Fans, but watch firefly first as this spoils many mysteries in the series. All in all great film.	2
5425	Shaun of the Dead	I am huge fan of Zombie movies and shows and this was by far the best comedic zombie movie I have seen. In my opinion Simon Pegg hit another one out of the park. 	1
5426	Back to the Future	I know it seems like I must give 100 to every movie but this and the previous happen to be two of my very favourites. Marty and the Doc are great, complex and interesting characters, the writing is superb and the sci-fi/comedy mix is what sells it for me. Some of the lines in the movie are just unforgettable and the plot, while complex at first, is fun and exciting. Watch it! 	2
5427	Four Lions	good old fashion tabu fun	2
5428	Dark City	Great movie, cool story.	2
5429	Open Range	Open Range-with Robert Duvall,   Excellent	2
5430	Layer Cake	A superb tale with interesting characters. This thriller has fullfills though i think it is 20 minutes too long. One of the best British gangster films ever.	2
5431	Donnie Darko	Amazing indy film.  Think of it as a more dark, twisted American Beauty.  And if it wasn't good enough, it throws in Mad World by Gary Jules as the closing musical track.....amazing.  	2
5432	Taxi Driver	One of, if not, the greatest character study of all-time. DeNiro gives what may be his best performance in his eclectic filmography.	1
5433	Dead Snow	It is good that zombies get the victory at last. 	2
5434	Underworld: Rise of the Lycans	Great fun to watch some great actors doing some excellent scenery chewing, beyond that there's really nothing.	2
5435	Cul-de-sac	roman polanski'ye karşı önyargım vardı şimdilik bu önyargımı kırmadığı için kendisine teşekkürü borç bilirim.	1
5436	Harold and Maude	their friendship is beautiful. i want a montage of harold's performed suicide attempts.	2
5437	Tinker Tailor Soldier Spy	Stellar cast, and a script which is lean as whippet. The pace seems sedate at first, but every moment has importance as the story reveals itself. Looks amazing, superb atmospheric design. Gary Oldman is brilliant. His portrayal of Smiley is distinct from Sir Alec Guinness's famous master class in the TV version, and just as good. I wish they would do more films line this. 	2
5438	Gravity	"Watching Gravity Full Movie Online here http://goo.gl/iKY85l
100% work"	1
5439	Predator	One of my favorit movies. It looks good even today.	2
5440	Batman	really bad... but in a very charming way	2
5441	The Matrix	Very very nice movie of sci-fi!	2
5442	The Day After Tomorrow	I know I shouldn't like this movie, but I did to some extent.	1
5443	Gladiator	This movie teachs if you are right god will gives you chance to prove yourself.	2
5444	Scream	As far as great horror movies go, Scream is without a doubt near the very top of the list. It's obvious self-awareness never overshadows it's scares and that's a balance that most horror films these days cannot achieve. Add in some expertly developed main characters and a clever script from Kevin Williamson, and you have yourself a great horror film. I just wish the sequels could live up to this one. 	2
5445	Raiders of the Lost Ark	Great adventue	2
5446	The Princess Bride	This is a light and heartwarming comedy that manages to be good in spite of the silliness.  It's even a good one for kids.	2
5447	A Clockwork Orange	must see!:)	2
5448	Clerks II	A delightful return back to the View Askew universe.  Returning are the lovable characters Dante, Randal, Jay and Silent Bob and just a few others, but adding to the mix is Rosario Dawson as the love interest to Dante, whom is getting married and leaving New Jersey and the rest of the gang.  Kevin Smith is a genius to return back to this humble town in New Jersey and put some closer on this universe, who knows if he will ever return back to it or not.	2
5449	Kingdom of Heaven	This movie is gold if you see the Director's cut (Between 3 to 4 hours in length). The theatrical edition is crap, but this is one case where the director's cut completely redeems the movie.	1
5450	Taxi Driver	One of, if not, the greatest character study of all-time. DeNiro gives what may be his best performance in his eclectic filmography.	1
5451	Dead Snow	It is good that zombies get the victory at last. 	2
5452	Underworld: Rise of the Lycans	Great fun to watch some great actors doing some excellent scenery chewing, beyond that there's really nothing.	2
5453	Cul-de-sac	roman polanski'ye karşı önyargım vardı şimdilik bu önyargımı kırmadığı için kendisine teşekkürü borç bilirim.	1
5454	Harold and Maude	their friendship is beautiful. i want a montage of harold's performed suicide attempts.	2
5455	Tinker Tailor Soldier Spy	Stellar cast, and a script which is lean as whippet. The pace seems sedate at first, but every moment has importance as the story reveals itself. Looks amazing, superb atmospheric design. Gary Oldman is brilliant. His portrayal of Smiley is distinct from Sir Alec Guinness's famous master class in the TV version, and just as good. I wish they would do more films line this. 	2
5456	Gravity	"Watching Gravity Full Movie Online here http://goo.gl/iKY85l
100% work"	1
5457	Predator	One of my favorit movies. It looks good even today.	2
5458	Akira	I could type anything here and it would not do this film any justice.	0
5459	The Theory of Everything	this movie and stephen hawking's life are unbelievable. i didn't know Stephen Hawking before i watched it but now i am totally impressed about his intelligence, his resolution, all of his life. i should say that Eddie Redmayne is an amazing actor. this is the best acting of the human who has disease, ı've seen. everyone should watch it.	0
5460	Underworld: Rise of the Lycans	Great fun to watch some great actors doing some excellent scenery chewing, beyond that there's really nothing.	2
5461	Cul-de-sac	roman polanski'ye karşı önyargım vardı şimdilik bu önyargımı kırmadığı için kendisine teşekkürü borç bilirim.	1
5462	Harold and Maude	their friendship is beautiful. i want a montage of harold's performed suicide attempts.	2
5463	Tinker Tailor Soldier Spy	Stellar cast, and a script which is lean as whippet. The pace seems sedate at first, but every moment has importance as the story reveals itself. Looks amazing, superb atmospheric design. Gary Oldman is brilliant. His portrayal of Smiley is distinct from Sir Alec Guinness's famous master class in the TV version, and just as good. I wish they would do more films line this. 	2
5464	The Shining	blood flood	1
5465	Fantastic Four: Rise of the Silver Surfer	yet another movie pissing on the great marvel universe :(	2
5466	The Conversation	Watch if you want to understand the value of repetition done right in film.	0
5467	Donnie Darko	Don't buy the director's cut, it's terrible.	1
5468	Time to Love	"Aşkın en saf halini sergilendiği, sanatsal kareleri ile tam bir şahaser. Bana ın the mood for love anımsatıyor.
 the best film turkey"	0
5469	Avatar	An epic journey. A choice between the life he left behind and the incredible new world he's learned to call home. Return to James Cameron's Avatar - the greatest adventure of all time	2
5470	A.I. Artificial Intelligence	Amazing ending	2
5471	Thelma	If I could give this a 105 percent I would. Absolutely wonderful, and one of my recent favorite films	2
5472	Baraka	 I get lost in the imagery every time I watch it.  Very hypnotic and beautiful.	2
5473	These Amazing Shadows	Kept me engaged, however, I feel that it should have been longer.	0
5474	Mad Max: Fury Road	WITNESSSSSSSSSSSSSSSS MEEEEEEEEEEEEEEEEEEEEEE BLOOD BAG WITNEEEEEEEEEEEES 	1
5475	Killer of Sheep	The emperor is wearing no clothes.	1
5476	Logan	Top 100  no:96	0
5477	The Thaw	Extremely stupid movie but an interesting concept that is actually based on reality, just too bad it's completely destroyed by a typical horrible hollywood horror movie script, actors, story, moronic actions etc, but people who hate the movie because of the so-called political propaganda are if possible even dumber than the characters in this movie.	0
5478	Brick	Amazing movie! I love it!!!	2
5479	Yesterday	Awesome movie. Funny, yet without the normal stupid Hollywood standard parts. Well, almost. But good enough!	2
5480	Pulp Fiction	As films go this is sheer class and should be on everybodies must watch list, provided you enjoy a bit of violence and don't mind a bit of bad lanuage. 	2
5481	Alien: Covenant	Stupid people do stupid decisions and die stupidly. I gave it 35 score only for the following: 1. It's in my favorite franchise - I think there is no better horror idea that Alien Xenomorph by Giger. And Alien is present, even not in final form. 2. Android is great, even with all this gay shit. 3. Idea about humans&gods&robots&creators/etc. That's all folks. I hope next movie won't be such a B-movie. 	2
5482	Fight Club	this is a great movie! had to turn away alot from pain...	2
5483	Swiss Army Man	Loses its edge instantly. Feels like it was written stream-of-consciousness by an angsty teenage boy. 	0
5484	The Big Lebowski	Dude!	1
5485	Ghost Town	Liked it! Don't expect anything drama or very keen humour and the ending is a bit too much morality, but still. Good sunday afternoon fun.	2
5486	Suicide Squad	I watch this movie twice in cinema, even though im a big fan of Batman and it changes since Affleck but i must say Suicide Squad is like what most article said. It wasn't as good as what you expected but wasn't as bad as what you hear. 	2
5487	Braveheart	funny (not intentionally), historically wrong, 	1
5488	The Wolf of Wall Street	This is my favorite movie ever	2
5489	Hell	Very, very lame.	0
5490	Midnight in Paris	One of Allen's best later films, although you may have to be an English major to enjoy it.  Classic Allen, a bit goofy, a bit philosophical.  Nothing great, but not a waste of time either.	2
5491	The Farewell	nice versus between east culture and west	2
5492	Infernal Affairs	It's rare to find a remake that's better than the original, but THE DEPARTED blows this Hong Kong gang-flick out of the water in every way imaginable. Worth watching only to compare to Scorsese's adaptation.	2
5493	Toy Story	One of the first animated films I remember watching, during a phase where I'd watch movies over and over again ad nauseam. The Toy Story series holds a special place in my soul, Pixar's best series in my opinion. 	2
5494	My Blueberry Nights	stylisticly perfect yet slightly disappointing	2
5495	Let the Right One In	A vampire film unlike any other.  Heartfelt, disturbing and VERY well written.  My fantasy is for movie fans to skip Twilight and watch Let the Right One in.  This is the type of film that stays with you long after the credits start rolling.	2
5496	Pulp Fiction	I think my favourite thing about this was the dialogue. A fun story that somehow also makes you think. All-around very enjoyable.	2
5497	Winter's Bone	Beautifully acted and directed this film sucks you in in an instant and does not let go and has the ability to make the fact you are watching fiction dissolve. These were real people to me and that is what makes this so emotional as well as engrossing. One of the years best but then you already know that.	0
5498	The Big Lebowski	Probably the best film of 1998. A perfect metaphor for what a smart working class person goes through trying to make his way in a town full of the rich, ambitious, dumb, and insane.	2
5499	Pet Sematary	Zelda was the cause of many a sleepless night for me as a kid. Still the scariest film character I can think of.	2
5500	Inglourious Basterds	"For Brad Pitt's accent when speaking italian, and great actor Christopher Waltz that's a bingo.
I'm French and I think French actors in the movie were bad."	1
5501	Eros	Kar Wai Wong's part is the best. what a shakespearean way to tell the love and sexuality with a dress	2
5502	Green Book	Well crafted movie. Funny in places, poignant in places. Viggo's best acting. Awesome performance by Mahershala Ali. 	2
5503	Drive	Pacing issues with no actual character development. While the soundtrack is good, this can't carry the movie. Its just a rip off of Clint Eastwood's character with nothing new to add.	0
5504	Mission: Impossible	This movie makes no sense, but I still love it.	2
5505	Back to the Future	One of my mot favorite films of all time. 	2
5506	Reign Over Me	A movie about unspeakable loss. It tackles a Huge Issue (9-11 tragedy) in the best way: by taking a sharp focus on a single family and never mentioning the Huge Issue by name. By going so deep and convincingly into a specific story, the film works as an allegory and as an incredibly moving tale in its own right. Even though it is crushingly sad, it won't leave you depressed. Every actor is in top form. Bonus: This movie allows one to say seriously: Adam Sandler deserved the Best Actor Oscar	2
5507	Lost in Translation	The second most overrated film of the decade, after The Departed.	1
5508	The Fountain	Darren Aronofsky may be one of today's most underestimated directors, but this much is true...the man can cultivate an image and evoke emotion.  I thought this movie was amazing, both visually and, in scope and story.  Hugh Jackman and Rachel Weisz are wonderful.	2
5509	Hulk	Holy crap this was boring.	0
5510	Crash	one of the best movies i have ever seen 	2
5511	12 Years a Slave	best of the best	2
5512	The Matrix	The best movie I saw in my entire life.	2
5513	The Mission	brillian music of Enio Morricone	1
5514	Martyrs	This was really good, but I can't in good conscience recommend it to anyone.	2
5515	3 Extremes	very unusual, very weird, very interesting	2
5516	Ay Büyürken Uyuyamam	This unintentional comedy is a must-see, because it's so inexplicably bad.	0
5517	Charlie and the Chocolate Factory	So much worse than the Gene Wilder version.	0
5518	Eastern Promises	Surprisingly great movie. I haven't seen any Cronenberg prior to this and I was really caught off guard by how well made it was. I always found my self deeply involved in every scene and felt really satisfied as the movie ended.	2
5519	The Big Lebowski	awesome. walters a da!!	2
5520	The Fifth Element	I consider The Fifth Element to be my favorite film. At times you can tell Luc Besson wrote some of the screen play when he was in his early teens, but overall an excellent movie. 	2
5521	A Charlie Brown Christmas	You just can't go wrong with Charlie Brown and the Gang.	2
5522	Old Yeller	i always wanted to hit the younger brother in the film.	1
5523	Jersey Shore Shark Attack	It's the best thing Syfy film ever, but the CGI is terrible and it's still hilariously bad.	2
5524	Batman Begins	A very good movie, making Batman a darker character and a darker series than most comic book movies.  It's a great, suspenseful movie.	2
5525	D@bbe	best turkish horror ever made!	2
5526	The Matrix	Awesome action packed movie. Very futuristic and makes you think.	2
5527	Happy Feet	too much propoganda	0
5528	Le Ballon rouge	I was bored to death already after first 30 seconds and after that it just become worst.	0
5529	Salò, or The 120 Days Of Sodom	pretentious shock shlock, no value. 	0
5530	Yesterday	Awesome movie. Funny, yet without the normal stupid Hollywood standard parts. Well, almost. But good enough!	2
5531	Ford v Ferrari	The racing sequences are great, but its really the lead-up to the climactic race that does the heavy lifting. The race is almost an afterthought, with the real conflict of the film being not between Ford and Ferrari, but between Ford and the race team the company's assembling. The film is ultimately about drawing the distinction between the art of racing ( a body moving through space a time) and the machinations of industry that undergird that experience's existence.	1
5532	South Park: Bigger, Longer, and Uncut	The best comedy and/or musical ever made. Almost hands-down.	2
5533	Primer	Though I always enjoy a good time-travel flick, I enjoyed this movie more for the revolutionary writing that I hope inspires future filmmakers. This film made me feel like I was watching the result of a sudoku puzzle being ran through a movie projector. It makes the viewer itch for complete understanding and capitalizes on rewatchability.	2
5534	We Own the Night	Bunch of stereotypes thrown together to create a cliché plot with very cliché characters.	0
5535	Jaws	The father of the modern summer blockbuster.	2
5536	Starship Troopers	I don't do comments as you can tell, BUT. I have to say this is probabaly one of the more hated movie among my peers. Too bad. What you don't see is that this is one of the greatest movies ever made. Think not? Ever see an Ed Wood movie? Crap....,but cult crap held in high regard and looked to as an inspiration. This is the movie Ed Wood or Robert Lippert would have made if they had the technology and the money. If you watch those 50's sci-fi B movies over and over you know where this came fr	0
5537	Trainspotting	great second film.  too bad danny boyle bust his nut with this movie.  everything else he's made is rubbish.	0
5538	True Romance	My favorite least known movie. Since I heard of this movie from my movie friend Adam, I have preached the greatness of this movie like it was a religion. Hero arc, soundtrack, great actors, great dialogue, and great camera/lighting...nothing not to like. Bloody and violent but if you would enjoy this movie enjoy it fully and watch the unrated version which has one of the most pivotal but violent scenes that I think is necessary	2
5539	Don Jon	It's very funny and I'll give it that; there are several sight gags that made me laugh every single time they came up. And it's clever in most of its execution, but something about it didn't quite work for me. The last 20-30 minutes just struck me as having come more-or-less without any of the character moments to sell it. Overall, I didn't hate it, but I'm not sure I liked it. 	0
5540	Resident Evil: Extinction	I liked this. I suppose i'm in the minority.	2
5541	Dark City	I enjoyed the noir aesthetic of the city scenes and found the concept behind it interesting, however, I could not enjoy the film due to the way in which both the concept and the important plot twist are dealt with so briefly (the concept does not seem to be dealt with at all, really). This, the ridiculous nature of the villains, which made me feel pained whenever they were on the screen, and the dodgy, tacky aesthetic of The Strangers' world sadly made it impossible for me to enjoy this film.	0
5542	Possessions	This beautiful and mysterious Oscar nominee (Best Animated Short Film) is reminiscent of Miyazaki, but still proves to be surprising and original.	2
5543	Shoplifters	23.01.2019 // Kadıköy Sineması	1
5544	Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan	Torture	0
5545	Bana Masal Anlatma	@Beyoğlu Fitaş	1
5546	Pan's Labyrinth	Magical story, great actors, and the visual effect's are absolutely superb.	2
5547	The Silence of the Lambs	Dick tuck 	1
5548	The Apple	Incredibly terrible.	0
5549	Hulk	Ang Lee only failure to date.	0
5550	City of God	Great! Just great !	2
5551	Baraka	More than a movie	1
5552	Un Cuento de Amor, Locura y Muerte	expresive minimal Short Film about hard and complicated situation	0
5553	Mad Max: Fury Road	Maybe I don't understand it, or simply I cannot appreciate its beauty. Without a firm story, its spectacular special effects are the sole enjoyment in this road movie, that seems superficial and pointless. 	0
5554	Midnight in Paris	A bit dull. Sophomoric.	0
5555	Inception	Fantástico! Christopher Nolan consegue mais uma vez, no entanto aqui a diferença é que ele criou a história, fez o roteiro, e ainda dirigiu essa obra prima. Envolvente mistura muito do que eu gosto: ação, uma boa história, conspiração, tensão... Aqui pra mim está a melhor seqüência do cinema que não se ve há muito tempo: van caindo + sonhos, e sim, tudo faz sentido! Incrivél, so não do 100 porque nunca se sabe se pode haver algum filme melhor. Marion Cotillard e Leonardo diCaprio rouban a ce	0
5556	Enchanted	It's a Disney picture ment to engage children? OK. But the film is able to envolve anyone who has ever heard a fairytale. Amy Adams acting as the clueless princess waiting for the prince charming is amazing - and even sarcastic at times... Oh, and there are the songs (oh, please, don't sing begs the guy - I surrended to the film right there...), but even them are acceptable: give the girl a break - not only does she have to find her real love, but also to clean the house and get a job...	2
5557	The Kids Are All Right	story about a family consisting of two maternal figures (lesbian couple), and two teenage children, both the offspring of the same sperm donor. The movie focuses on the family's attempt to incorporate said sperm donor, played by Mark Ruffalo, into their lives, and of course this complicates the family dynamic leading to an array of consequences that range from light hearted comedy to genuine tragedy and back again. It's by no means a particularly ground breaking film but it's competent. Good.	2
5558	Twilight	ABSOLUTELY FANTASTIC. And Yes, I will proudly admit to being a twi-hard fan having read all 4 of the books more than once =) Can't wait for the others to be filmed 	2
5559	Fight Club	Probably Fincher's best, fantastic film. 	2
5560	District 9	unpopular players made this film great.	1
5561	Grizzly Man	Sorry, I have a dark sense of humor, and while I understand the grim reality of the ending, I can't help but find this one of the most unintentionally funny movies ever.	0
5562	Starry Eyes	God, how fucking stupid and pointless this movie was.	0
5563	The Hurt Locker	boring but excellent !	2
5564	Legion	Did somebody mistype this as horror/action? Because I'm pretty certain this was the funniest movie of 2010. Too many great lines to quote like Tyrese explaining the old woman climbinb on the ceiling with baby teeth. Classic. I give it a 1 for the talent it took the people who made this film to lie to someone enough to give them the chance to make this horrendous movie.	2
5565	Pirates of the Caribbean: The Curse of the Black Pearl	Would have gotten a higher score if it wasn't for Keira Knightly.	0
5566	The Birds	outstanding!	2
5567	Serenity	Unorthodox and amazing movie that introduced me to the greatest sci-fi tv series ever - Firefly (albeit a little late like most Firefly fans).	2
5568	Lawrence of Arabia	One of the very best films of all time.  Brilliant acting, directing and cinematography.  The genius combination of Peter O'Toole and David Lean can't be beat.  A must see film for everyone.	2
5569	The Air I Breathe	If you really wish Hollywood did better movies, than this movie is really it. 	0
5570	Electrocuting an Elephant	viral marketing was a young art at the time	1
5571	Se7en	One of the intensed thrillers iv seen.	1
5572	The China Syndrome	a solid thriller throughout, but the final scene is simply brilliant.	2
5573	The Blues Brothers	Look i know its supposed to be a classic, but this movie is way too long i only scored it as high as i did, because of a few scenes and the writing (which was stellar) the movie itself just seems to drag.	0
5574	The Bourne Identity	"Does not do justice to the book.

The last thing I want to see is Marie St. Joseph's with a different name and a different characterization. I am sure there must have been a better way of making the film.

That said, the film is fast and pacy, if you see it without reading the book first."	0
5575	The Sixth Sense	Master-piece from Shyamalan	2
5576	Last Vegas	This felt like Hangover:geriatric edition. Sad for the most part, embarrasing for the rest.	0
5577	Lost in Translation	One of my all time favorite movies. So beautiful and funny at the same time. Bill Murray was amazing.	2
5578	The Purge: Election Year	sure	1
5579	Taking Chance	We are the americans ... who is more ....  just missing flying american flag and anthem in the background at the end 	0
5580	The Mirror	This is simply the greatest cinematic achievement in film history to me.	2
5581	Grave of the Fireflies	Careful. If you have a heart, this movie will tear it out of you and then put it through a meat grinder.	1
5582	Inception	There are some mistakes, but that's a good movie.	2
5583	Pacific Rim	Popcorn movie that served as brilliant mind-numbing entertainment. worked for me! 	2
5584	This Is Spinal Tap	This film was made for me.	1
5585	Notting Hill	The movie was good enough, but I really just don't like Hugh Grant. I sw this because I do like Julia Roberts, but HG ruined it for me.	0
5586	I Now Pronounce You Chuck and Larry	Eh.  This is one of those movies you see late night when you have nothing else to do and you stumbled onto it.  Some parts are entertaining enough to almost prevent it from being a waste of time...but that doesn't really make it worthwhile now does it?	2
5587	Parental Guidance	wow, just look at that film cover, makes In Time look like a masterpiece	2
5588	Boxing Helena	and then the little boy woke up in the morning and discovered it was only a dream... a dream... a dream...	1
5589	Star Wars: Episode VII - The Force Awakens	60	1
5590	The Lord of the Rings: The Fellowship of the Ring	A masterpiece of art-direction, cinematography, casting and storytelling. Often overlooked in any discussion of the best film in the trilogy because of RotK, I'd put it right at the top. In fact so far it is the only film I've seen to be given the perfect 100. 	2
5591	Alien	An almost perfect movie. Great villain, great mystery, masterfully executed.	2
5592	Fast Five	A guilty pleasure involving explosions, heists, car chases, and a surprising amount of character payoff. The only real problem I have is the fight between Rock and Diesel. Buuuuuuullllllshhhhhiiiiiiiit.	2
5593	Noah	By far the worst Aronofsky/Mansell Collaboration.  Plot was not great but it was partially redeemed by some scenes with gorgeous visuals (The creation story comes to mind.	2
5594	Wendy and Lucy	A modern day Umberto D that works very well and is driven by a wonderful performance from Michelle Williams. 	2
5595	Mad Max: Fury Road	I really don't see what's good in this movie, besides the fact that it actually makes fun of serious action movies with its '80s tone and ridiculous characters. The figure of Max is rendered completely useless, while the whole story is just lame. The best thing are the thugs, lots of fun	1
5596	He Was a Quiet Man	Despite it's multiple flaws, He Was a Quiet Man is a great flick. The plot twist was completely unexpected.	2
5597	The Prestige	Best movie ever	2
5598	We Are the Best!	a little sheltered for punks, eh?	0
5599	The Matrix	i love films like this	2
5600	Alone in the Wilderness	A fascinating look into a life that some people dream about but never go through with. Dick Proenneke is a about as authentic as they come and documents his life and work in incredible detail.	2
5601	A Good Year	the film itself is predictable but entertaining. It's the setting and cinematography that make this film worth seeing.	2
5602	Werckmeister Harmonies	The real essence of Cinema for me.	1
5603	Hachiko: A Dog's Story	Probably the saddest movie I've ever seen... If you don't cry while watching this movie, you're not human... 	0
5604	13 Tzameti	Sick!	0
5605	Lock, Stock and Two Smoking Barrels	Damn good movie, love it, want to see more of this sort movies!	2
5606	Memento	..And then out of the blue comes ''Memento''.. A brilliant and strange idea that turns into a movie and blows your mind away. An absolute ''Must See''.	2
5607	Teenage Mutant Ninja Turtles	This one takes me back to being a kid... so I love it still.	2
5608	Ugetsu	Les contes de la lune vague entend décrire la totalité cosmique du monde. Le fond du coeur de l'homme, les mystères du ciel, le visible et l'invisible sont leur sujet, et il est sans limites.	1
5609	Czech Dream	While their experiment could have been executed better... I think it's a good look into the consumerist mentality that has infected not only the U.S., but the world as well 	1
5610	Seven Samurai	Wonderful film. I absolutely love it	2
5611	Braveheart	An epic tale of oppression and the fight for freedom.  THe battle scenes are top of the line and the drama is very well done.	2
5612	Stalker	An unrivalled cinematic experience. Illusory, emotional, beautiful - just everything you could ask for.	2
5613	Taxi Driver	I love this film for its somber mood and sharp social commentary. Great acting and directing.	2
5614	The Ring Thing	worst movie ever	0
5615	Mulholland Drive	Another haunting, surreal masterpiece by auteur David Lynch, arguably his best, a film that does what few films do, an incredible piece of art that no other art form could come close to emulating not the feelings, ideas nor atmospheres that Mulholland Dr. does. An experience.	1
5616	Russian Ark	a perfect poem.	2
5617	Slither	Great cheesy 80s-style grossout flick. Manages to be both unique and original despite being cobbled together from bits and pieces of what must be a dozen different older movies.	2
5618	Falling Down	Brilliant.	2
5619	The Godfather	I mean, this is the essential American narrative, right? Is there any reason to go into detail about why The Godfather is perfect?	0
5620	41	Australian movies have always had a budget limiting them, yet forcefully pushed for different ways of writing.  A whole different concept of movie making happens. Not until the end does the full impact of this lovely concept hit home. 	2
5621	Chandni Chowk to China	Its a shame that this movie has the Warner Bros. stamp. Furthermore got an good action director and budget and what the director makes is 150mins of buffoonery. It has a worst possible start, absolutely rubbish. Even later in the better action scenes the director has this incorrigible itch to include stupid jokes and music that totally takes away the punch. With such bad direction, its no point commenting on acting. Story...well it blends 100s of old/new story lines to make this pathetic movie.	0
5622	Mulholland Drive	my favorite.	2
5623	Three Monkeys	An example of how a weak story with cliched scenarios can be uplifted to great heights with mastery in craftsmanship.	0
5624	No Country for Old Men	the most unconventional addition to the thriller genre since film noir. Silent, brutal and surprising, like the two antagonists, this movie has no respect for action-, drama- or thriller-genre-specific standards, and thus keeps you engaged despite its slow speed and long runtime.	2
5625	Seraphim Falls	What starts off as a suspenseful thriller set in the post Civil War western US, ends up a philosophical head scratcher.  The unexpected turn isn't terrible, but it probably would have worked better if it had followed through on its original path.  However, I applaud the effort to stretch beyond its boundaries.  Unfortunately, it doesn't work as well as it should have.	0
5626	Interstellar	MUUUUURF	1
5627	The Protector	gökhan tiryakinin hatrına 10. senaryo ve oyunculuk berbattı. diyaloglardan bahsetmicem zaten Türk sineması sessiz sinemaya dönse fena olmaz.	1
5628	This Is the End	Garbage. Pretends to be self-deprecating, but is actually rather smug and self-indulgent with its relentless mockery of religion and inside jokes. (Christians are real idiots, get it? Michael Cera is actually a nice guy! Get it?) Wow. This movie is just NOT funny and was painful to watch. The saddest part is the writers thought they were being clever when in reality the film was so dumb and self-obsessed it missed its own point. How's that for irony, Rogen? I'm embarrassed for everyone involved.	0
5629	Us	Hitchcock karşılaştırmaları vs. bu film için cidden komik. Hitchcock'un filmlerinin neredeyse tamamı, özünde aşk temalıdır, bu bambaşka bir şey. Slasher türüne de oldukça yakın ve olsa olsa John Carpenter, G. A. Romero veya erken dönem Sam Raimi sinemasıyla karşılaştırılabilir. Kör parmağım gözüne kısımları yok sayarsak, yer yer oldukça iyi, geren ve eğlenceli bir film olmuş. Get Out'tan daha iyi bir film. 	0
5630	The Strangers	Contrary to some other people in this forum, what I particularly liked about this movie was that the killers had no reason whatsoever for what they were doing, they just were pure evil. If you want motifs, go and see some psychological drama, I prefer horrors.	0
5631	One Flew Over the Cuckoo's Nest	very good one	2
5632	August: Osage County	i can't believe that i have never said that but juia roberts is better than meryl the great streep	1
5633	Watchmen	This was much more than a comic book super hero movie. 	1
5634	Nuit noire	A brilliant, visually stunning film. Lots to think about. A little kafka-esque.	2
5635	The Stoning of Soraya M.	very orientalist, very hollywood unfortunately, far from being an Iran cinema...	0
5636	L.I.E.	There is nothing disturbing about this. Actings and characters are just terrible.	0
5637	The Hangover	Funny, but the funniest part was the credits	2
